1.799999999999999864e-02 1.017964144545201233e+00 1.148741180936861195e-03
1.899999999999999953e-02 1.018783572529517345e+00 1.148731852422223360e-03
2.000000000000000042e-02 1.014742885589030807e+00 1.146770003953424474e-03
2.100000000000000130e-02 1.015079865815599724e+00 1.146672954245539847e-03
2.199999999999999872e-02 9.749316747872478484e-01 1.123563487725009417e-03
2.299999999999999961e-02 4.382207745027852375e-01 7.527903936222342341e-04
2.400000000000000050e-02 2.252674661781071397e-01 5.395881845846681049e-04
2.500000000000000139e-02 1.468976702667282308e-01 4.357561872930175548e-04
2.599999999999999881e-02 1.073604571214962222e-01 3.724876599242241126e-04
2.699999999999999969e-02 8.125149284034519082e-02 3.239872714328112047e-04
2.800000000000000058e-02 6.232775811575719943e-02 2.838150282188437444e-04
2.900000000000000147e-02 4.964924823017111827e-02 2.534239573343195816e-04
2.999999999999999889e-02 4.046202973485631821e-02 2.287543808413046854e-04
2.999999999999999889e-02 4.115645883443101033e-02 3.795247994463909027e-05
3.099999999999999978e-02 3.341967419361721592e-02 2.079895716222803837e-04
3.200000000000000067e-02 2.813260421012444071e-02 1.908849715035589663e-04
3.300000000000000155e-02 2.361477042396158132e-02 1.749505059330045266e-04
3.400000000000000244e-02 2.043358337087561316e-02 1.627727070977610057e-04
3.500000000000000333e-02 1.724284941617904021e-02 2.456266921205137088e-05
3.500000000000000333e-02 1.798265591545959372e-02 1.527130203736870443e-04
3.599999999999999728e-02 1.539044317401656176e-02 1.413132758827148464e-04
3.699999999999999817e-02 1.318985210488018110e-02 1.308136210725885362e-04
3.799999999999999906e-02 1.168534956393514276e-02 1.231151981125881050e-04
3.899999999999999994e-02 1.022392637776097478e-02 1.152486797152257463e-04
4.000000000000000083e-02 9.253792326408159449e-03 1.095773717708043387e-04
4.000000000000000083e-02 8.879320238644704266e-03 1.763673646998180954e-05
4.499999999999999833e-02 5.216264513807117482e-03 1.352479311389862698e-05
5.000000000000000278e-02 3.278848248755035673e-03 1.071720327780251839e-05
5.500000000000000028e-02 2.180673763497125491e-03 8.748639364489432197e-06
5.999999999999999778e-02 1.541203061835268780e-03 7.361160281207903549e-06
6.500000000000000222e-02 1.129558882155845892e-03 6.311132301112219778e-06
7.000000000000000666e-02 8.347862777861553112e-04 5.426179000089001861e-06
7.000000000000000666e-02 8.602589722210996631e-04 6.448904872119062221e-07
7.499999999999999722e-02 6.339645036418405707e-04 4.735792584050233958e-06
8.000000000000000167e-02 4.733654797204863763e-04 4.787368232569729884e-07
8.000000000000000167e-02 5.014127173708692129e-04 4.221271375224335576e-06
8.500000000000000611e-02 3.943851128138582706e-04 3.746560394339017690e-06
8.999999999999999667e-02 3.131652718442133328e-04 3.344352742243583382e-06
8.999999999999999667e-02 2.845316557385791354e-04 3.718397422011606273e-07
1.000000000000000056e-01 1.790549712329203656e-04 2.957956530337370534e-07
1.100000000000000006e-01 1.179777037709352179e-04 2.409062851055095224e-07
1.199999999999999956e-01 7.912010845097035999e-05 1.979794340685365210e-07
1.300000000000000044e-01 5.230629617440377214e-05 1.617524452091846109e-07
1.400000000000000133e-01 3.440916357773204345e-05 1.316146167500477155e-07
1.499999999999999944e-01 2.271411220669775985e-05 1.073406133129036525e-07
1.600000000000000033e-01 1.464361070506718501e-05 8.665036905665226361e-08
1.700000000000000122e-01 9.187287538886584738e-06 6.891994147756524443e-08
1.799999999999999933e-01 5.733259392756724723e-06 5.457838120614379781e-08
1.799999999999999933e-01 5.825706414961221195e-06 8.342286123002729554e-09
1.900000000000000022e-01 3.371731991048193581e-06 4.216621029596588752e-08
2.000000000000000111e-01 1.829493197445647548e-06 3.137887406461481532e-08
2.000000000000000111e-01 1.726205272220872045e-06 4.605753534770934945e-09
2.099999999999999922e-01 9.955914484810805630e-07 2.348799257770051026e-08
2.200000000000000011e-01 4.360155993206417077e-07 1.604863999161049405e-08
2.200000000000000011e-01 3.747400360265687807e-07 2.265338259877996298e-09
2.399999999999999911e-01 1.345210453165656155e-07 1.567180338889119004e-09
2.600000000000000089e-01 2.378628585914714388e-07 2.027464015838601231e-09
2.800000000000000266e-01 3.628903636952837478e-07 2.475493400716167544e-09
2.999999999999999889e-01 4.181824578988091287e-07 2.678547509680355793e-09
3.200000000000000067e-01 4.072917391843847769e-07 2.693204327271237680e-09
3.400000000000000244e-01 3.416328320172472571e-07 2.530715167417760002e-09
3.599999999999999867e-01 2.456770478527890609e-07 2.232701123129132832e-09
3.599999999999999867e-01 2.456770478527890609e-07 7.749826815154514324e-10
3.800000000000000044e-01 1.659656390482021629e-07 1.923246884923530494e-09
4.000000000000000222e-01 9.729409309785987775e-08 5.454615025234927767e-10
4.000000000000000222e-01 1.029472215662664164e-07 1.615208716481013753e-09
4.400000000000000022e-01 2.279921730754933929e-08 3.665460071527044871e-10
4.799999999999999822e-01 4.217067628693891932e-09 3.103792863605119165e-10
5.200000000000000178e-01 2.390963482962275196e-09 3.155236011328974391e-10
5.600000000000000533e-01 3.866644080587727724e-09 3.228501087112191572e-10
5.999999999999999778e-01 2.436967360535800801e-09 3.186146279669367717e-10
6.400000000000000133e-01 2.060914066822005799e-09 3.170065815271808513e-10
6.800000000000000488e-01 1.751558729507079999e-09 3.208018374046839626e-10
7.199999999999999734e-01 1.197132851096786133e-09 3.317213668107810779e-10
7.600000000000000089e-01 7.049689389050332400e-10 3.446859731072882168e-10
8.000000000000000444e-01 4.653811581504159792e-10 3.583586036905819630e-10
