8.000000000000000167e-03 9.995348417963869636e-01
8.492492492492492023e-03 9.995348417963868526e-01
8.984984984984985615e-03 9.995348417963866305e-01
9.477477477477477472e-03 9.995348417963868526e-01
9.969969969969971063e-03 9.388203502548405632e-01
1.046246246246246292e-02 4.983210894909717581e-01
1.095495495495495478e-02 2.349371154955985086e-01
1.144744744744744663e-02 1.509524737687140405e-01
1.193993993993994022e-02 1.070159357183136789e-01
1.243243243243243382e-02 8.001833181917283877e-02
1.292492492492492567e-02 6.199859117134699088e-02
1.341741741741741753e-02 4.930816641704600933e-02
1.390990990990990939e-02 4.001996808854470233e-02
1.440240240240240298e-02 3.301907961254194057e-02
1.489489489489489484e-02 2.761734260122306397e-02
1.538738738738738843e-02 2.336873079576253995e-02
1.587987987987988028e-02 1.997281203229011107e-02
1.637237237237237214e-02 1.722079933474118807e-02
1.686486486486486747e-02 1.496377630883777288e-02
1.735735735735735585e-02 1.309316575388403368e-02
1.784984984984985118e-02 1.152828962969841553e-02
1.834234234234234304e-02 1.020820355831403986e-02
1.883483483483483489e-02 9.086196610554741690e-03
1.932732732732733022e-02 8.126002061512326707e-03
1.981981981981981861e-02 7.299134695851726591e-03
2.031231231231231393e-02 6.582986592855544911e-03
2.080480480480480579e-02 5.959443785692421745e-03
2.129729729729729765e-02 5.413867010364767363e-03
2.178978978978978950e-02 4.934331040260475643e-03
2.228228228228228136e-02 4.511050344511827008e-03
2.277477477477477669e-02 4.135940777966059904e-03
2.326726726726726854e-02 3.802281786740012784e-03
2.375975975975976040e-02 3.504453711302809010e-03
2.425225225225225226e-02 3.237731771525248839e-03
2.474474474474474411e-02 2.998123239722512347e-03
2.523723723723723944e-02 2.782237809917129361e-03
2.572972972972973130e-02 2.587183692482853022e-03
2.622222222222222315e-02 2.410483797384631137e-03
2.671471471471471501e-02 2.250007716880477772e-03
2.720720720720720687e-02 2.103916218026822670e-03
2.769969969969970219e-02 1.970615703054176722e-03
2.819219219219219405e-02 1.848720659648691884e-03
2.868468468468468591e-02 1.737022551823826826e-03
2.917717717717717776e-02 1.634463930230388006e-03
2.966966966966966962e-02 1.540116793711108784e-03
3.016216216216216148e-02 1.453164430158213147e-03
3.065465465465465680e-02 1.372886117926864699e-03
3.114714714714714866e-02 1.298644189338810529e-03
3.163963963963964399e-02 1.229873052773990290e-03
3.213213213213213237e-02 1.166069845218662034e-03
3.262462462462462076e-02 1.106786447259835299e-03
3.311711711711712303e-02 1.051622640703723469e-03
3.360960960960961141e-02 1.000220227796144376e-03
3.410210210210209980e-02 9.522579624015504616e-04
3.459459459459459513e-02 9.074471689809618467e-04
3.508708708708709045e-02 8.655279459885628158e-04
3.557957957957957884e-02 8.262658673156754062e-04
3.607207207207207417e-02 7.894491093858655014e-04
3.656456456456456949e-02 7.548859430275680965e-04
3.705705705705705788e-02 7.224025387843245822e-04
3.754954954954954627e-02 6.918410422368815324e-04
3.804204204204204159e-02 6.630578825018937101e-04
3.853453453453453692e-02 6.359222825774469299e-04
3.902702702702702531e-02 6.103149448180020861e-04
3.951951951951952063e-02 5.861268886969306802e-04
4.001201201201201596e-02 5.632584212801554748e-04
4.050450450450450435e-02 5.416182235930182363e-04
4.099699699699699967e-02 5.211225383990706088e-04
4.148948948948948806e-02 5.016944468936205366e-04
4.198198198198198339e-02 4.832632235037632377e-04
4.247447447447447871e-02 4.657637594276143331e-04
4.296696696696696710e-02 4.491360467778198894e-04
4.345945945945946243e-02 4.333247162506503837e-04
4.395195195195195081e-02 4.182786221491823875e-04
4.444444444444444614e-02 4.039504693699858375e-04
4.493693693693694147e-02 3.902964776362397958e-04
4.542942942942942985e-02 3.772760788422702344e-04
4.592192192192192518e-02 3.648516438784794717e-04
4.641441441441441357e-02 3.529882357428780070e-04
4.690690690690690889e-02 3.416533861253581174e-04
4.739939939939940422e-02 3.308168929817676307e-04
4.789189189189189261e-02 3.204506369032415281e-04
4.838438438438438793e-02 3.105284143384323442e-04
4.887687687687687632e-02 3.010257859467801089e-04
4.936936936936937165e-02 2.919199385543213600e-04
4.986186186186186003e-02 2.831895593532333705e-04
5.035435435435435536e-02 2.748147211355200749e-04
5.084684684684685069e-02 2.667767774826415627e-04
5.133933933933933907e-02 2.590582669487005024e-04
5.183183183183183440e-02 2.516428253771552949e-04
5.232432432432432279e-02 2.445151055814320513e-04
5.281681681681681811e-02 2.376607036999662159e-04
5.330930930930931344e-02 2.310660916071921687e-04
5.380180180180180183e-02 2.247185548250761806e-04
5.429429429429429715e-02 2.186061354358485040e-04
5.478678678678678554e-02 2.127175795464717834e-04
5.527927927927928087e-02 2.070422888998570544e-04
5.577177177177177619e-02 2.015702762675090150e-04
5.626426426426426458e-02 1.962921242937176085e-04
5.675675675675675991e-02 1.911989474931107523e-04
5.724924924924924829e-02 1.862823571317496455e-04
5.774174174174174362e-02 1.815344287473869998e-04
5.823423423423423895e-02 1.769476720873180346e-04
5.872672672672672733e-02 1.725150032627698125e-04
5.921921921921922266e-02 1.682297189371670604e-04
5.971171171171171105e-02 1.640854723822460703e-04
6.020420420420420637e-02 1.600762512508962176e-04
6.069669669669670170e-02 1.561963569290954581e-04
6.118918918918919009e-02 1.524403853414896444e-04
6.168168168168168541e-02 1.488032090961309041e-04
6.217417417417417380e-02 1.452799608638599433e-04
6.266666666666667607e-02 1.418660178967918366e-04
6.315915915915915058e-02 1.385569875985400768e-04
6.365165165165165284e-02 1.353486940662026561e-04
6.414414414414415511e-02 1.322371655308331282e-04
6.463663663663662962e-02 1.292186226292332276e-04
6.512912912912913188e-02 1.262894674454468485e-04
6.562162162162162027e-02 1.234462732653584854e-04
6.611411411411410866e-02 1.206857749924140075e-04
6.660660660660661092e-02 1.180048601766602099e-04
6.709909909909909931e-02 1.154005606131188204e-04
6.759159159159158770e-02 1.128700444689807389e-04
6.808408408408408996e-02 1.104106089023121383e-04
6.857657657657657835e-02 1.080196731378703243e-04
6.906906906906906674e-02 1.056947719682642232e-04
6.956156156156156900e-02 1.034335496511574716e-04
7.005405405405405739e-02 1.012337541754509154e-04
7.054654654654654578e-02 9.909323187138291509e-05
7.103903903903904804e-02 9.700992234142772686e-05
7.153153153153152255e-02 9.498185369053424294e-05
7.202402402402402481e-02 9.300713803587859778e-05
7.251651651651652708e-02 9.108396727772545456e-05
7.300900900900900159e-02 8.921060911435644159e-05
7.350150150150150385e-02 8.738540328523294442e-05
7.399399399399400612e-02 8.560675802772552980e-05
7.448648648648648063e-02 8.387314673374666888e-05
7.497897897897898289e-02 8.218310479363700690e-05
7.547147147147148516e-02 8.053522661549325761e-05
7.596396396396395967e-02 7.892816280899825788e-05
7.645645645645646193e-02 7.736061752352354538e-05
7.694894894894896420e-02 7.583134593101729731e-05
7.744144144144143871e-02 7.433915184481668960e-05
7.793393393393394097e-02 7.288288546611847553e-05
7.842642642642641548e-02 7.146144125042496430e-05
7.891891891891891775e-02 7.007375588676494202e-05
7.941141141141142001e-02 6.871880638298392084e-05
7.990390390390389452e-02 6.739560825084604009e-05
8.039639639639639679e-02 6.610321378507425221e-05
8.088888888888889905e-02 6.484071043087041852e-05
8.138138138138137356e-02 6.360721923478556111e-05
8.187387387387387583e-02 6.240189337413997936e-05
8.236636636636637809e-02 6.122391676052600651e-05
8.285885885885885260e-02 6.007250271316981526e-05
8.335135135135135487e-02 5.894689269822585466e-05
8.384384384384385713e-02 5.784635513030637552e-05
8.433633633633633164e-02 5.677018423278715474e-05
8.482882882882883391e-02 5.571769895363651401e-05
8.532132132132133617e-02 5.468824193372112625e-05
8.581381381381381068e-02 5.368117852472014984e-05
8.630630630630631295e-02 5.269589585396811191e-05
8.679879879879881521e-02 5.173180193367975672e-05
8.729129129129128972e-02 5.078832481220048783e-05
8.778378378378379199e-02 4.986491176503097037e-05
8.827627627627626650e-02 4.896102852353100449e-05
8.876876876876876876e-02 4.807615853931798401e-05
8.926126126126127103e-02 4.720980228249390607e-05
8.975375375375374554e-02 4.636147657195700632e-05
9.024624624624624780e-02 4.553071393612554964e-05
9.073873873873875007e-02 4.471706200251984362e-05
9.123123123123122458e-02 4.392008291474398579e-05
9.172372372372372684e-02 4.313935277545672965e-05
9.221621621621622911e-02 4.237446111404032041e-05
9.270870870870870362e-02 4.162501037772376112e-05
9.320120120120120588e-02 4.089061544499207802e-05
9.369369369369370815e-02 4.017090316017707461e-05
9.418618618618618266e-02 3.946551188819815922e-05
9.467867867867868492e-02 3.877409108845117228e-05
9.517117117117118719e-02 3.809630090693060748e-05
9.566366366366366170e-02 3.743181178568839504e-05
9.615615615615616396e-02 3.678030408880864842e-05
9.664864864864863847e-02 3.614146774410244799e-05
9.714114114114114074e-02 3.551500189977136395e-05
9.763363363363364300e-02 3.490061459534538844e-05
9.812612612612611751e-02 3.429802244620995956e-05
9.861861861861861978e-02 3.370695034109616060e-05
9.911111111111112204e-02 3.312713115192694800e-05
9.960360360360359655e-02 3.255830545545031028e-05
1.000960960960960988e-01 3.200022126612034698e-05
1.005885885885886011e-01 3.145263377970210987e-05
1.010810810810810756e-01 3.091530512712827375e-05
1.015735735735735779e-01 3.038800413812583080e-05
1.020660660660660801e-01 2.987050611419035930e-05
1.025585585585585546e-01 2.936259261047811280e-05
1.030510510510510569e-01 2.886405122622249630e-05
1.035435435435435592e-01 2.837467540330225547e-05
1.040360360360360337e-01 2.789426423259218758e-05
1.045285285285285359e-01 2.742262226776798976e-05
1.050210210210210104e-01 2.695955934622806436e-05
1.055135135135135127e-01 2.650489041683736161e-05
1.060060060060060150e-01 2.605843537418252716e-05
1.064984984984984895e-01 2.562001889907661453e-05
1.069909909909909917e-01 2.518947030503451928e-05
1.074834834834834940e-01 2.476662339046730184e-05
1.079759759759759685e-01 2.435131629636172620e-05
1.084684684684684708e-01 2.394339136920401687e-05
1.089609609609609731e-01 2.354269502893478820e-05
1.094534534534534476e-01 2.314907764172552913e-05
1.099459459459459498e-01 2.276239339737415863e-05
1.104384384384384521e-01 2.238250019113231836e-05
1.109309309309309266e-01 2.200925950978059327e-05
1.114234234234234289e-01 2.164253632178313768e-05
1.119159159159159311e-01 2.128219897134606961e-05
1.124084084084084056e-01 2.092811907623474984e-05
1.129009009009009079e-01 2.058017142918891495e-05
1.133933933933934102e-01 2.023823390279701480e-05
1.138858858858858847e-01 1.990218735769065160e-05
1.143783783783783869e-01 1.957191555392649539e-05
1.148708708708708615e-01 1.924730506543150441e-05
1.153633633633633637e-01 1.892824519739288590e-05
1.158558558558558660e-01 1.861462790647197676e-05
1.163483483483483405e-01 1.830634772374054562e-05
1.168408408408408428e-01 1.800330168022647143e-05
1.173333333333333450e-01 1.770538923497337516e-05
1.178258258258258195e-01 1.741251220551622662e-05
1.183183183183183218e-01 1.712457470068056263e-05
1.188108108108108241e-01 1.684148305561825493e-05
1.193033033033032986e-01 1.656314576899285462e-05
1.197957957957958008e-01 1.628947344223726713e-05
1.202882882882883031e-01 1.602037872080194777e-05
1.207807807807807776e-01 1.575577623732486263e-05
1.212732732732732799e-01 1.549558255664593818e-05
1.217657657657657821e-01 1.523971612260252821e-05
1.222582582582582567e-01 1.498809720653755585e-05
1.227507507507507589e-01 1.474064785745758945e-05
1.232432432432432334e-01 1.449729185378710121e-05
1.237357357357357357e-01 1.425795465664862856e-05
1.242282282282282380e-01 1.402256336462642225e-05
1.247207207207207125e-01 1.379104666995116841e-05
1.252132132132132147e-01 1.356333481606103412e-05
1.257057057057057170e-01 1.333935955648615622e-05
1.261981981981981915e-01 1.311905411501033040e-05
1.266906906906906938e-01 1.290235314706656313e-05
1.271831831831831960e-01 1.268919270232159172e-05
1.276756756756756706e-01 1.247951018840503571e-05
1.281681681681681728e-01 1.227324433575390259e-05
1.286606606606606751e-01 1.207033516351505622e-05
1.291531531531531496e-01 1.187072394648864309e-05
1.296456456456456519e-01 1.167435318306460372e-05
1.301381381381381541e-01 1.148116656412354624e-05
1.306306306306306286e-01 1.129110894286138573e-05
1.311231231231231309e-01 1.110412630552056796e-05
1.316156156156156332e-01 1.092016574298186672e-05
1.321081081081081077e-01 1.073917542319722900e-05
1.326006006006006099e-01 1.056110456443321376e-05
1.330930930930931122e-01 1.038590340929551194e-05
1.335855855855855867e-01 1.021352319951111885e-05
1.340780780780780890e-01 1.004391615144444361e-05
1.345705705705705912e-01 9.877035432317826495e-06
1.350630630630630657e-01 9.712835137117986899e-06
1.355555555555555680e-01 9.551270266163043533e-06
1.360480480480480703e-01 9.392296703314540027e-06
1.365405405405405448e-01 9.235871194800111835e-06
1.370330330330330471e-01 9.081951328645749205e-06
1.375255255255255493e-01 8.930495514680510414e-06
1.380180180180180238e-01 8.781462965106095881e-06
1.385105105105105261e-01 8.634813675608755436e-06
1.390030030030030006e-01 8.490508406997948450e-06
1.394954954954955029e-01 8.348508667356635578e-06
1.399879879879880051e-01 8.208776694678136723e-06
1.404804804804804796e-01 8.071275439988945344e-06
1.409729729729729819e-01 7.935968550929316657e-06
1.414654654654654842e-01 7.802820355782708739e-06
1.419579579579579587e-01 7.671795847942194390e-06
1.424504504504504609e-01 7.542860670794741449e-06
1.429429429429429632e-01 7.415981103014711667e-06
1.434354354354354377e-01 7.291124044253244145e-06
1.439279279279279400e-01 7.168257001209001807e-06
1.444204204204204423e-01 7.047348074071614054e-06
1.449129129129129168e-01 6.928365943327768122e-06
1.454054054054054190e-01 6.811279856910624895e-06
1.458978978978979213e-01 6.696059617692090803e-06
1.463903903903903958e-01 6.582675571304997183e-06
1.468828828828828981e-01 6.471098594279240033e-06
1.473753753753754003e-01 6.361300082490505410e-06
1.478678678678678748e-01 6.253251939908061837e-06
1.483603603603603771e-01 6.146926567632769915e-06
1.488528528528528516e-01 6.042296853218885239e-06
1.493453453453453539e-01 5.939336160269379266e-06
1.498378378378378561e-01 5.838018318295269340e-06
1.503303303303303307e-01 5.738317612837580604e-06
1.508228228228228329e-01 5.640208775836101963e-06
1.513153153153153352e-01 5.543666976242934580e-06
1.518078078078078097e-01 5.448667810873181637e-06
1.523003003003003120e-01 5.355187295484073572e-06
1.527927927927928142e-01 5.263201856077997145e-06
1.532852852852852887e-01 5.172688320421550959e-06
1.537777777777777910e-01 5.083623909774621935e-06
1.542702702702702933e-01 4.995986230825378048e-06
1.547627627627627678e-01 4.909753267822374945e-06
1.552552552552552700e-01 4.824903374900927876e-06
1.557477477477477723e-01 4.741415268595675016e-06
1.562402402402402468e-01 4.659268020537220530e-06
1.567327327327327491e-01 4.578441050324187155e-06
1.572252252252252236e-01 4.498914118569118048e-06
1.577177177177177259e-01 4.420667320111265313e-06
1.582102102102102281e-01 4.343681077391306654e-06
1.587027027027027026e-01 4.267936133987559030e-06
1.591951951951952049e-01 4.193413548301553860e-06
