0.010109	1.0034	0.0094945	0.00050463
0.01065	0.97225	0.0086708	0.00053146
0.011192	0.98372	0.0083194	0.00055644
0.011733	1.0342	0.0082585	0.00058513
0.012275	1.0154	0.0076366	0.00061382
0.012997	0.99216	0.0070227	0.00064589
0.013539	1.0046	0.0067381	0.00067643
0.014261	0.99416	0.006279	0.00071221
0.014983	0.67153	0.0048674	0.00074614
0.015705	0.35359	0.0033644	0.00078377
0.016607	0.22776	0.0025849	0.00082294
0.01751	0.15822	0.0019988	0.00087322
0.018593	0.10422	0.0015267	0.00092319
0.019495	0.076868	0.0012544	0.00097347
0.020579	0.055009	0.0010107	0.0010234
0.021481	0.040873	0.00082455	0.0010737
0.022564	0.029023	0.00066089	0.0011237
0.024008	0.018142	0.0004868	0.0011989
0.025633	0.011538	0.00036445	0.0012739
0.027077	0.0076838	0.00028001	0.0013492
0.028521	0.0057328	0.00022902	0.0014226
0.029965	0.0041516	0.00013134	0.0014978
0.03159	0.0034595	9.9397e-05	0.0015746
0.033034	0.0031528	9.0775e-05	0.001648
0.034478	0.0029971	8.4669e-05	0.0017233
0.036103	0.00316	8.3229e-05	0.0017983
0.037547	0.0031109	7.9381e-05	0.0018735
0.038991	0.0030434	7.5547e-05	0.0019488
0.040615	0.003049	7.2983e-05	0.0020237
0.042059	0.0029684	6.9403e-05	0.002099
0.043503	0.0027884	6.4658e-05	0.0021724
0.045128	0.0024531	5.8821e-05	0.0022492
0.046572	0.0021525	5.3315e-05	0.0023245
0.048016	0.0017791	4.6874e-05	0.0023997
0.04946	0.0014628	4.1274e-05	0.0024713
0.051085	0.0011376	3.5329e-05	0.0025481
0.052529	0.00088726	3.0275e-05	0.0026233
0.053973	0.00069964	2.6122e-05	0.0026986
0.055597	0.00047966	2.0985e-05	0.0027754
0.057041	0.00033789	1.7035e-05	0.002847
0.058485	0.00022997	1.3635e-05	0.0029222
0.06011	0.00017335	1.1489e-05	0.002999
0.061554	0.0001763	1.1306e-05	0.0030743
0.062998	0.00017343	1.096e-05	0.0031495
0.064622	0.00022163	1.2167e-05	0.0032245
0.066066	0.00022976	1.2117e-05	0.0032979
0.06751	0.00024547	1.2264e-05	0.0033731
0.069135	0.00028256	1.2876e-05	0.0034499
0.070579	0.00032159	1.3489e-05	0.0035233
0.072023	0.00031782	1.3131e-05	0.0035986
0.073467	0.00033734	1.3304e-05	0.003672
0.075091	0.00033519	1.3005e-05	0.0037488
0.076535	0.00031096	1.2254e-05	0.003824
0.077979	0.00027131	1.1229e-05	0.0038975
0.079604	0.0002403	1.0362e-05	0.0039742
0.081047	0.00018693	8.9476e-06	0.0040495
0.082491	0.00016258	8.1858e-06	0.0041229
0.084477	0.00010162	6.2806e-06	0.0042231
0.086462	6.5975e-05	4.9174e-06	0.0043234
0.088628	4.7223e-05	4.0454e-06	0.0044251
0.090433	3.9405e-05	3.6043e-06	0.004522
0.092599	3.7471e-05	3.4425e-06	0.0046238
0.094584	4.4874e-05	3.7049e-06	0.004724
0.096569	6.2564e-05	4.3059e-06	0.0048242
0.098555	8.3657e-05	4.8985e-06	0.0049226
0.10054	8.8552e-05	4.9385e-06	0.0050228
0.10253	9.7242e-05	5.0707e-06	0.0051231
0.10559	9.9722e-05	4.9951e-06	0.0052751
0.10848	8.3608e-05	4.4476e-06	0.0054219
0.11155	6.1624e-05	3.7079e-06	0.0055739
0.11462	4.2962e-05	3.0089e-06	0.0057259
0.1175	3.238e-05	2.5415e-06	0.0058727
0.12057	2.1377e-05	1.9997e-06	0.0060248
0.12346	2.4942e-05	2.1205e-06	0.0061715
0.12653	2.9365e-05	2.2547e-06	0.0063236
0.1296	3.6973e-05	2.4845e-06	0.0064737
0.13248	4.5666e-05	2.7125e-06	0.0066224
0.13555	3.933e-05	2.4552e-06	0.0067744
0.13862	3.6904e-05	2.3321e-06	0.0069245
0.14151	2.7705e-05	1.9706e-06	0.0070732
0.14457	2.3851e-05	1.7881e-06	0.0072233
0.14746	1.693e-05	1.4673e-06	0.0073738
0.15053	1.4813e-05	1.3432e-06	0.0075221
0.15359	2.0346e-05	1.5527e-06	0.0076741
